datetime,latitude,longitude,altitude
2023-11-22T12:00:00Z,-33.8787632,18.8026149,20000
2023-11-22T12:02:00Z,-33.8152152,19.0050131,30000
2023-11-22T12:04:00Z,-33.8787632,18.8026149,20000
2023-11-22T12:05:00Z,-33.9190353,18.6285298,10000
2023-11-22T12:06:00Z,-33.9626351,18.4226612,0
2023-11-22T12:07:00Z,-33.9190353,18.6285298,10000
2023-11-22T12:08:00Z,-33.8787632,18.8026149,20000
2023-11-22T12:10:00Z,-33.8152152,19.0050131,30000
2023-11-22T12:12:00Z,-33.8787632,18.8026149,20000
2023-11-22T12:13:00Z,-33.9190353,18.6285298,10000
2023-11-22T12:14:00Z,-33.9626351,18.4226612,0
2023-11-22T12:15:00Z,-33.9190353,18.6285298,10000
2023-11-22T12:16:00Z,-33.8787632,18.8026149,20000
2023-11-22T12:18:00Z,-33.8152152,19.0050131,30000
2023-11-22T12:20:00Z,-33.8787632,18.8026149,20000
2023-11-22T12:21:00Z,-33.9190353,18.6285298,10000
2023-11-22T12:22:00Z,-33.9626351,18.4226612,0
2023-11-22T12:23:00Z,-33.9190353,18.6285298,10000
2023-11-22T12:24:00Z,-33.8787632,18.8026149,20000
2023-11-22T12:26:00Z,-33.8152152,19.0050131,30000
2023-11-22T12:28:00Z,-33.8787632,18.8026149,20000
2023-11-22T12:30:00Z,-33.8152152,19.0050131,30000
2023-11-22T12:32:00Z,-33.8787632,18.8026149,20000
2023-11-22T12:33:00Z,-33.9190353,18.6285298,10000
2023-11-22T12:34:00Z,-33.9626351,18.4226612,0
2023-11-22T12:35:00Z,-33.9190353,18.6285298,10000
2023-11-22T12:36:00Z,-33.8787632,18.8026149,20000
2023-11-22T12:38:00Z,-33.8152152,19.0050131,30000
2023-11-22T12:40:00Z,-33.8787632,18.8026149,20000
2023-11-22T12:41:00Z,-33.9190353,18.6285298,10000
2023-11-22T12:42:00Z,-33.9626351,18.4226612,0
2023-11-22T12:43:00Z,-33.9190353,18.6285298,10000
2023-11-22T12:44:00Z,-33.8787632,18.8026149,20000
2023-11-22T12:46:00Z,-33.8152152,19.0050131,30000
2023-11-22T12:48:00Z,-33.8787632,18.8026149,20000
2023-11-22T12:49:00Z,-33.9190353,18.6285298,10000
2023-11-22T12:50:00Z,-33.9626351,18.4226612,0
2023-11-22T12:51:00Z,-33.9190353,18.6285298,10000
2023-11-22T12:52:00Z,-33.8787632,18.8026149,20000
2023-11-22T12:54:00Z,-33.8152152,19.0050131,30000
2023-11-22T12:56:00Z,-33.8787632,18.8026149,20000
2023-11-22T12:57:00Z,-33.9190353,18.6285298,10000
2023-11-22T12:58:00Z,-33.9626351,18.4226612,0
2023-11-22T12:59:00Z,-33.9190353,18.6285298,10000
