datetime,latitude,longitude,altitude
2023-11-22T09:30:00Z,-33.8152152,19.0050131,30000
2023-11-22T09:32:00Z,-33.8787632,18.8026149,20000
2023-11-22T09:33:00Z,-33.9190353,18.6285298,10000
2023-11-22T09:34:00Z,-33.9626351,18.4226612,0
2023-11-22T09:35:00Z,-33.9190353,18.6285298,10000
2023-11-22T09:36:00Z,-33.8787632,18.8026149,20000
2023-11-22T09:38:00Z,-33.8152152,19.0050131,30000
2023-11-22T09:40:00Z,-33.8787632,18.8026149,20000
2023-11-22T09:41:00Z,-33.9190353,18.6285298,10000
2023-11-22T09:42:00Z,-33.9626351,18.4226612,0
2023-11-22T09:43:00Z,-33.9190353,18.6285298,10000
2023-11-22T09:44:00Z,-33.8787632,18.8026149,20000
2023-11-22T09:46:00Z,-33.8152152,19.0050131,30000
2023-11-22T09:48:00Z,-33.8787632,18.8026149,20000
2023-11-22T09:49:00Z,-33.9190353,18.6285298,10000
2023-11-22T09:50:00Z,-33.9626351,18.4226612,0
2023-11-22T09:51:00Z,-33.9190353,18.6285298,10000
2023-11-22T09:52:00Z,-33.8787632,18.8026149,20000
2023-11-22T09:54:00Z,-33.8152152,19.0050131,30000
2023-11-22T09:56:00Z,-33.8787632,18.8026149,20000
2023-11-22T09:57:00Z,-33.9190353,18.6285298,10000
2023-11-22T09:58:00Z,-33.9626351,18.4226612,0
2023-11-22T09:59:00Z,-33.9190353,18.6285298,10000
