datetime,latitude,longitude,altitude
2023-11-22T10:00:00Z,-33.8787632,18.8026149,20000
2023-11-22T10:02:00Z,-33.8152152,19.0050131,30000
2023-11-22T10:04:00Z,-33.8787632,18.8026149,20000
2023-11-22T10:05:00Z,-33.9190353,18.6285298,10000
2023-11-22T10:06:00Z,-33.9626351,18.4226612,0
2023-11-22T10:07:00Z,-33.9190353,18.6285298,10000
2023-11-22T10:08:00Z,-33.8787632,18.8026149,20000
2023-11-22T10:10:00Z,-33.8152152,19.0050131,30000
2023-11-22T10:12:00Z,-33.8787632,18.8026149,20000
2023-11-22T10:13:00Z,-33.9190353,18.6285298,10000
2023-11-22T10:14:00Z,-33.9626351,18.4226612,0
2023-11-22T10:15:00Z,-33.9190353,18.6285298,10000
2023-11-22T10:16:00Z,-33.8787632,18.8026149,20000
2023-11-22T10:18:00Z,-33.8152152,19.0050131,30000
2023-11-22T10:20:00Z,-33.8787632,18.8026149,20000
2023-11-22T10:21:00Z,-33.9190353,18.6285298,10000
2023-11-22T10:22:00Z,-33.9626351,18.4226612,0
2023-11-22T10:23:00Z,-33.9190353,18.6285298,10000
2023-11-22T10:24:00Z,-33.8787632,18.8026149,20000
2023-11-22T10:26:00Z,-33.8152152,19.0050131,30000
2023-11-22T10:28:00Z,-33.8787632,18.8026149,20000
2023-11-22T10:30:00Z,-33.8152152,19.0050131,30000
2023-11-22T10:32:00Z,-33.8787632,18.8026149,20000
2023-11-22T10:33:00Z,-33.9190353,18.6285298,10000
2023-11-22T10:34:00Z,-33.9626351,18.4226612,0
2023-11-22T10:35:00Z,-33.9190353,18.6285298,10000
2023-11-22T10:36:00Z,-33.8787632,18.8026149,20000
2023-11-22T10:38:00Z,-33.8152152,19.0050131,30000
2023-11-22T10:40:00Z,-33.8787632,18.8026149,20000
2023-11-22T10:41:00Z,-33.9190353,18.6285298,10000
2023-11-22T10:42:00Z,-33.9626351,18.4226612,0
2023-11-22T10:43:00Z,-33.9190353,18.6285298,10000
2023-11-22T10:44:00Z,-33.8787632,18.8026149,20000
2023-11-22T10:46:00Z,-33.8152152,19.0050131,30000
2023-11-22T10:48:00Z,-33.8787632,18.8026149,20000
2023-11-22T10:49:00Z,-33.9190353,18.6285298,10000
2023-11-22T10:50:00Z,-33.9626351,18.4226612,0
2023-11-22T10:51:00Z,-33.9190353,18.6285298,10000
2023-11-22T10:52:00Z,-33.8787632,18.8026149,20000
2023-11-22T10:54:00Z,-33.8152152,19.0050131,30000
2023-11-22T10:56:00Z,-33.8787632,18.8026149,20000
2023-11-22T10:57:00Z,-33.9190353,18.6285298,10000
2023-11-22T10:58:00Z,-33.9626351,18.4226612,0
2023-11-22T10:59:00Z,-33.9190353,18.6285298,10000
